ID khách hàng,Khả năng trả nợ,Giới tính,Độ tuổi,Tình trạng hôn nhân,Tình trạng công việc hiện tại (số năm kinh nghiệm),Thu nhập,Chi tiêu (trung bình một tháng),Hóa đơn tiền điện,Tài sản thế chấp,Tình trạng sở hữu nhà ở,Số tiền dự kiến vay,Mục đích vay,Thời hạn khoản vay,Chứng minh thu nhập,Số thành viên phụ thuộc trong gia đình,Trình độ học vấn
628,1. Trả nợ trễ hạn,1. Nam,21,2. Độc thân,2,6000000,1500000,90000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,6. Đầu tư chứng khoán,12,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
629,1. Trả nợ trễ hạn,1. Nam,22,2. Độc thân,1,4500000,1000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,75000000,4. Mua xe,8,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
630,1. Trả nợ trễ hạn,0. Nữ,23,2. Độc thân,2,4500000,1000000,125000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,6. Đầu tư chứng khoán,12,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
631,1. Trả nợ trễ hạn,0. Nữ,22,2. Độc thân,2,6000000,1500000,100000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,65000000,4. Mua xe,6,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
632,1. Trả nợ trễ hạn,1. Nam,24,2. Độc thân,1,6000000,1000000,150000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,4. Mua xe,12,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
633,1. Trả nợ trễ hạn,1. Nam,22,2. Độc thân,1,4500000,1000000,125000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,65000000,6. Đầu tư chứng khoán,6,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
634,1. Trả nợ trễ hạn,1. Nam,23,2. Độc thân,2,5000000,1000000,100000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,6. Đầu tư chứng khoán,6,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
635,1. Trả nợ trễ hạn,0. Nữ,20,2. Độc thân,2,6500000,2000000,125000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,6. Đầu tư chứng khoán,12,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
636,1. Trả nợ trễ hạn,0. Nữ,22,2. Độc thân,2,5000000,1000000,125000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,6. Đầu tư chứng khoán,12,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
637,1. Trả nợ trễ hạn,1. Nam,22,2. Độc thân,1,6500000,2000000,150000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,6. Đầu tư chứng khoán,10,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
638,1. Trả nợ trễ hạn,1. Nam,21,2. Độc thân,1,5000000,2000000,90000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,65000000,4. Mua xe,6,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
639,1. Trả nợ trễ hạn,1. Nam,21,2. Độc thân,1,5000000,1500000,100000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,65000000,6. Đầu tư chứng khoán,12,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
640,1. Trả nợ trễ hạn,1. Nam,23,2. Độc thân,2,6000000,2000000,100000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,4. Mua xe,8,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
641,1. Trả nợ trễ hạn,0. Nữ,23,2. Độc thân,2,5000000,2000000,150000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,6. Đầu tư chứng khoán,12,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
642,1. Trả nợ trễ hạn,1. Nam,22,2. Độc thân,1,6500000,2000000,100000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,6. Đầu tư chứng khoán,8,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
643,1. Trả nợ trễ hạn,0. Nữ,22,2. Độc thân,2,5000000,1000000,125000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,4. Mua xe,8,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
644,1. Trả nợ trễ hạn,1. Nam,22,2. Độc thân,1,6500000,2000000,100000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,4. Mua xe,6,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
645,1. Trả nợ trễ hạn,1. Nam,24,2. Độc thân,1,6000000,1000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,4. Mua xe,12,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
646,1. Trả nợ trễ hạn,0. Nữ,24,2. Độc thân,1,6500000,1500000,125000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,65000000,6. Đầu tư chứng khoán,6,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
647,1. Trả nợ trễ hạn,0. Nữ,23,2. Độc thân,1,5000000,1500000,150000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,65000000,6. Đầu tư chứng khoán,8,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
648,1. Trả nợ trễ hạn,0. Nữ,23,2. Độc thân,1,5000000,1000000,150000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
649,1. Trả nợ trễ hạn,1. Nam,22,2. Độc thân,2,6500000,1000000,125000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,6. Đầu tư chứng khoán,12,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
650,1. Trả nợ trễ hạn,1. Nam,23,2. Độc thân,2,5000000,1000000,90000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,1. Tiêu dùng,10,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
651,1. Trả nợ trễ hạn,1. Nam,22,2. Độc thân,1,5000000,1500000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,6. Đầu tư chứng khoán,6,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
652,1. Trả nợ trễ hạn,0. Nữ,20,2. Độc thân,1,5000000,2000000,90000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,65000000,6. Đầu tư chứng khoán,10,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
653,1. Trả nợ trễ hạn,1. Nam,24,2. Độc thân,1,6000000,1500000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,75000000,6. Đầu tư chứng khoán,10,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
654,1. Trả nợ trễ hạn,0. Nữ,20,2. Độc thân,2,6000000,2000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
655,1. Trả nợ trễ hạn,0. Nữ,21,2. Độc thân,2,6000000,1000000,150000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,1. Tiêu dùng,6,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
656,1. Trả nợ trễ hạn,1. Nam,21,2. Độc thân,2,5000000,1000000,150000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,1. Tiêu dùng,8,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
657,1. Trả nợ trễ hạn,0. Nữ,22,2. Độc thân,1,6500000,2000000,90000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,1. Tiêu dùng,8,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
658,1. Trả nợ trễ hạn,0. Nữ,23,2. Độc thân,2,4500000,1000000,100000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,1. Tiêu dùng,8,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
659,1. Trả nợ trễ hạn,1. Nam,21,2. Độc thân,1,4500000,1500000,90000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,6. Đầu tư chứng khoán,6,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
660,1. Trả nợ trễ hạn,1. Nam,21,2. Độc thân,2,4500000,2000000,150000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
661,1. Trả nợ trễ hạn,0. Nữ,23,2. Độc thân,2,5000000,1500000,125000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,1. Tiêu dùng,8,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
662,1. Trả nợ trễ hạn,1. Nam,20,2. Độc thân,1,4500000,1000000,100000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,1. Tiêu dùng,6,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
663,1. Trả nợ trễ hạn,0. Nữ,22,2. Độc thân,1,5000000,1000000,100000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,75000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
664,1. Trả nợ trễ hạn,0. Nữ,24,2. Độc thân,2,6000000,1500000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,1. Tiêu dùng,6,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
665,1. Trả nợ trễ hạn,0. Nữ,20,2. Độc thân,2,6500000,1000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,75000000,6. Đầu tư chứng khoán,10,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
666,1. Trả nợ trễ hạn,1. Nam,21,2. Độc thân,1,6500000,1000000,100000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,65000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
667,1. Trả nợ trễ hạn,0. Nữ,22,2. Độc thân,2,6000000,1000000,90000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,1. Tiêu dùng,8,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
668,1. Trả nợ trễ hạn,0. Nữ,24,2. Độc thân,2,6500000,1500000,90000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,1. Tiêu dùng,8,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
669,1. Trả nợ trễ hạn,0. Nữ,23,2. Độc thân,2,4500000,1000000,100000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,75000000,6. Đầu tư chứng khoán,10,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
670,1. Trả nợ trễ hạn,0. Nữ,23,2. Độc thân,2,5000000,1500000,90000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,1. Tiêu dùng,6,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
671,1. Trả nợ trễ hạn,0. Nữ,20,2. Độc thân,1,6500000,1000000,100000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,65000000,6. Đầu tư chứng khoán,8,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
672,1. Trả nợ trễ hạn,0. Nữ,23,2. Độc thân,2,6500000,1500000,90000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,75000000,6. Đầu tư chứng khoán,6,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
673,1. Trả nợ trễ hạn,0. Nữ,22,2. Độc thân,2,5000000,1000000,90000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,6. Đầu tư chứng khoán,8,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
674,1. Trả nợ trễ hạn,0. Nữ,21,2. Độc thân,2,6000000,2000000,125000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,65000000,1. Tiêu dùng,8,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
675,1. Trả nợ trễ hạn,0. Nữ,23,2. Độc thân,2,4500000,2000000,150000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,75000000,6. Đầu tư chứng khoán,10,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
676,1. Trả nợ trễ hạn,0. Nữ,22,2. Độc thân,1,6000000,1000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,1. Tiêu dùng,10,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
677,1. Trả nợ trễ hạn,1. Nam,24,2. Độc thân,2,4500000,2000000,125000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,75000000,6. Đầu tư chứng khoán,6,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
678,1. Trả nợ trễ hạn,0. Nữ,23,2. Độc thân,2,4500000,1000000,100000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,6. Đầu tư chứng khoán,6,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
679,1. Trả nợ trễ hạn,1. Nam,21,2. Độc thân,2,6500000,2000000,90000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,65000000,1. Tiêu dùng,6,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
680,1. Trả nợ trễ hạn,0. Nữ,24,2. Độc thân,2,5000000,2000000,150000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,65000000,1. Tiêu dùng,8,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
681,1. Trả nợ trễ hạn,0. Nữ,22,2. Độc thân,2,6500000,1000000,150000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,75000000,6. Đầu tư chứng khoán,8,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
682,1. Trả nợ trễ hạn,1. Nam,21,2. Độc thân,2,4500000,1000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,75000000,1. Tiêu dùng,6,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
683,1. Trả nợ trễ hạn,1. Nam,22,2. Độc thân,2,6500000,1500000,90000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,6. Đầu tư chứng khoán,8,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
684,1. Trả nợ trễ hạn,1. Nam,22,2. Độc thân,1,6500000,1000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,6. Đầu tư chứng khoán,6,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
685,1. Trả nợ trễ hạn,1. Nam,24,2. Độc thân,2,6000000,2000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,6. Đầu tư chứng khoán,6,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
686,1. Trả nợ trễ hạn,0. Nữ,24,2. Độc thân,2,6500000,1000000,125000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,75000000,6. Đầu tư chứng khoán,6,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
687,1. Trả nợ trễ hạn,1. Nam,21,2. Độc thân,2,5000000,2000000,100000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,65000000,1. Tiêu dùng,10,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
688,1. Trả nợ trễ hạn,1. Nam,22,2. Độc thân,2,4500000,1500000,90000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,1. Tiêu dùng,10,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
689,1. Trả nợ trễ hạn,0. Nữ,24,2. Độc thân,2,6500000,2000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,6. Đầu tư chứng khoán,12,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
690,1. Trả nợ trễ hạn,0. Nữ,23,2. Độc thân,1,6000000,1500000,125000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,6. Đầu tư chứng khoán,8,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
691,1. Trả nợ trễ hạn,1. Nam,20,2. Độc thân,2,6000000,2000000,90000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,65000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
692,1. Trả nợ trễ hạn,0. Nữ,21,2. Độc thân,2,6000000,2000000,100000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,65000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
693,1. Trả nợ trễ hạn,0. Nữ,20,2. Độc thân,2,5000000,1000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,1. Tiêu dùng,10,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
694,1. Trả nợ trễ hạn,1. Nam,24,2. Độc thân,2,5000000,1500000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
695,1. Trả nợ trễ hạn,1. Nam,21,2. Độc thân,1,5000000,1500000,150000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,1. Tiêu dùng,8,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
696,1. Trả nợ trễ hạn,1. Nam,23,2. Độc thân,2,6500000,1500000,90000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
697,1. Trả nợ trễ hạn,1. Nam,24,2. Độc thân,2,6500000,2000000,125000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
698,1. Trả nợ trễ hạn,0. Nữ,24,2. Độc thân,1,4500000,2000000,150000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,65000000,1. Tiêu dùng,12,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
699,1. Trả nợ trễ hạn,0. Nữ,21,2. Độc thân,2,4500000,1000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,6. Đầu tư chứng khoán,6,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
700,1. Trả nợ trễ hạn,1. Nam,20,2. Độc thân,2,6500000,2000000,90000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,65000000,6. Đầu tư chứng khoán,8,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
701,1. Trả nợ trễ hạn,1. Nam,21,2. Độc thân,1,6500000,1500000,90000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,65000000,6. Đầu tư chứng khoán,12,1. Không có giấy tờ chứng minh thu nhập,3,4. Cấp ba
702,1. Trả nợ trễ hạn,0. Nữ,23,2. Độc thân,1,5000000,2000000,90000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,1. Tiêu dùng,8,1. Không có giấy tờ chứng minh thu nhập,4,4. Cấp ba
703,1. Trả nợ trễ hạn,0. Nữ,20,2. Độc thân,2,6000000,1000000,190000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,60000000,1. Tiêu dùng,8,1. Không có giấy tờ chứng minh thu nhập,3,3. Đại học
704,1. Trả nợ trễ hạn,0. Nữ,22,2. Độc thân,1,5000000,1000000,100000,1. Không có tài sản thế chấp,1. Chưa sở hữu nhà ở,70000000,1. Tiêu dùng,6,1. Không có giấy tờ chứng minh thu nhập,4,3. Đại học
